EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,holidays
2620,24,No,Travel_Rarely,Research & Development,5,4,Other,Male,1,Manufacturing Director,Single,178610,1,11,2,4,5,4,1,2,2,3,2,1,3,7
2621,23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,2,Research Scientist,Single,191870,1,11,1,5,2,5,1,4,4,4,4,3,3,19
2622,40,No,Travel_Frequently,Research & Development,21,3,Medical,Female,3,Research Scientist,Married,197170,1,21,0,10,1,10,9,4,4,3,4,2,4,19
2623,40,No,Travel_Rarely,Research & Development,8,1,Medical,Female,5,Research Scientist,Married,35440,3,18,3,15,3,11,5,10,2,2,3,2,3,8
2624,25,No,Travel_Rarely,Sales,20,5,Medical,Female,2,Laboratory Technician,Married,85000,4,12,0,6,2,2,1,2,3,2,3,3,3,13
2625,30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,Male,2,Research Scientist,Married,46610,1,11,0,12,3,12,1,7,4,2,2,2,3,8
2626,25,No,Travel_Rarely,Research & Development,7,2,Medical,Male,5,Sales Executive,Divorced,41030,6,15,1,7,2,2,0,2,4,3,2,3,3,19
2627,47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Sales Executive,Single,42490,2,13,1,25,2,17,12,11,1,3,3,2,3,14
2628,33,No,Non-Travel,Research & Development,1,3,Life Sciences,Male,2,Research Scientist,Divorced,140260,1,12,0,1,4,1,0,0,2,3,2,3,3,14
2629,38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,Female,2,Sales Executive,Married,68930,0,17,0,16,3,15,5,8,4,2,3,3,3,8
2630,31,No,Travel_Rarely,Research & Development,10,4,Medical,Female,3,Sales Executive,Married,61250,0,13,1,3,3,2,1,2,1,3,3,3,3,8
2631,38,No,Travel_Frequently,Research & Development,1,4,Other,Male,2,Research Scientist,Married,36690,2,19,0,10,2,8,7,7,1,3,3,3,3,6
2632,42,No,Travel_Rarely,Research & Development,6,3,Medical,Male,2,Laboratory Technician,Divorced,100080,6,19,1,9,3,4,1,2,4,1,2,1,3,12
2633,41,No,Travel_Rarely,Sales,2,2,Medical,Male,1,Healthcare Representative,Married,23870,3,17,1,12,1,5,1,0,4,4,3,1,3,12
2634,47,No,Non-Travel,Research & Development,21,2,Medical,Male,1,Sales Executive,Married,46390,0,11,1,14,2,13,5,12,3,2,1,2,3,16
2635,35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,2,Healthcare Representative,Married,78980,7,15,0,5,2,2,2,2,4,3,3,2,3,7
2636,22,No,Travel_Rarely,Human Resources,12,1,Human Resources,Male,2,Sales Executive,Single,25340,0,11,0,4,1,3,1,2,4,3,4,3,3,6
2637,35,No,Travel_Rarely,Research & Development,9,3,Medical,Female,2,Sales Executive,Single,131420,1,25,2,10,4,10,0,8,2,3,3,3,4,14
2638,33,No,Travel_Rarely,Sales,3,4,Medical,Male,3,Healthcare Representative,Married,16110,0,14,0,10,2,9,8,1,2,4,3,2,3,12
2639,32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Manufacturing Director,Single,53630,1,13,0,6,4,6,4,1,3,2,3,3,3,8
2640,40,No,Travel_Rarely,Research & Development,1,4,Medical,Male,2,Research Director,Married,50710,8,17,1,8,3,1,0,0,1,4,2,2,3,6
2641,32,No,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Sales Executive,Married,136950,0,13,0,3,3,2,2,2,2,2,3,3,3,19
2642,39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,1,Sales Executive,Single,134020,7,14,1,18,1,7,1,7,1,4,3,3,3,9
2643,38,No,Travel_Rarely,Sales,20,4,Medical,Female,2,Research Director,Married,20290,3,11,1,20,3,18,1,11,2,3,3,2,3,19
2644,32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,Male,2,Manager,Married,63770,1,12,2,14,3,14,5,7,3,4,3,3,3,7
2645,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,4,Sales Executive,Married,54290,1,17,1,16,3,16,6,8,3,4,3,3,3,10
2646,25,No,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manufacturing Director,Divorced,27850,0,21,0,6,2,5,0,4,1,3,2,3,4,17
2647,52,No,Non-Travel,Research & Development,2,4,Other,Male,1,Manager,Divorced,46140,2,16,1,16,3,9,0,0,1,4,2,3,3,6
2648,44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,Female,1,Sales Representative,Single,26100,6,15,0,6,2,4,1,2,2,4,3,3,3,3
2649,21,No,Travel_Rarely,Sales,10,5,Medical,Male,3,Research Scientist,Single,66870,1,19,3,2,0,2,1,2,3,1,3,3,3,17
2650,39,No,Non-Travel,Research & Development,3,4,Life Sciences,Female,2,Research Director,Single,47240,2,12,1,21,4,6,1,3,4,4,2,4,3,23
2651,23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,Female,2,Manufacturing Director,Married,61790,1,11,0,1,3,1,1,0,4,1,2,3,3,16
2652,36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,Female,2,Laboratory Technician,Married,61200,0,19,0,10,2,9,3,4,1,4,3,3,3,20
2653,36,No,Travel_Frequently,Research & Development,16,1,Medical,Male,2,Sales Executive,Divorced,105960,7,15,0,18,3,4,0,2,4,2,3,2,3,11
2654,56,No,Non-Travel,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Divorced,54670,1,20,0,13,6,13,1,9,3,3,2,2,4,15
2655,29,Yes,Travel_Rarely,Research & Development,9,4,Medical,Male,2,Sales Representative,Married,29960,9,25,0,4,4,2,2,2,1,4,4,3,4,16
2656,42,No,Travel_Rarely,Research & Development,17,1,Life Sciences,Male,3,Research Scientist,Married,99980,5,24,2,24,3,22,4,14,1,3,2,2,4,13
2657,56,Yes,Travel_Rarely,Sales,10,4,Other,Male,2,Sales Executive,Married,40780,8,24,1,14,3,10,9,8,4,3,1,3,4,13
2658,41,No,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Healthcare Representative,Married,109200,0,15,1,21,3,20,0,10,1,2,3,4,3,13
2659,34,No,Travel_Rarely,Sales,1,3,Medical,Female,1,Laboratory Technician,Married,62320,1,13,1,8,3,8,1,7,4,3,3,3,3,18
2660,36,No,Non-Travel,Sales,1,1,Medical,Female,1,Human Resources,Divorced,132470,1,14,0,15,3,15,11,11,4,4,2,3,3,7
2661,41,No,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Healthcare Representative,Divorced,40810,2,13,0,14,3,5,0,4,3,2,3,3,3,11
2662,32,No,Travel_Rarely,Sales,9,4,Life Sciences,Female,2,Research Scientist,Single,57690,1,11,0,4,3,4,1,2,4,1,3,3,3,12
2663,35,No,Travel_Rarely,Research & Development,16,3,Medical,Female,2,Healthcare Representative,Single,23940,1,16,1,9,3,9,1,7,3,4,3,3,3,8
2664,38,No,Travel_Rarely,Research & Development,23,3,Medical,Male,3,Sales Representative,Married,39040,1,22,0,10,3,10,1,9,1,4,3,2,4,5
2665,50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,Female,2,Laboratory Technician,Divorced,167990,7,14,1,12,2,6,0,1,2,3,3,2,3,14
2666,36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,Male,1,Healthcare Representative,Married,29500,4,14,0,8,1,6,0,0,2,4,2,2,3,9
2667,45,No,Travel_Rarely,Sales,24,3,Life Sciences,Male,1,Laboratory Technician,Single,36290,8,16,1,8,2,5,0,1,4,3,3,4,3,16
2668,40,No,Travel_Rarely,Sales,10,4,Life Sciences,Male,1,Research Scientist,Single,93620,2,11,1,8,6,2,2,2,3,3,3,3,3,16
2669,35,No,Travel_Frequently,Sales,7,2,Life Sciences,Male,2,Manufacturing Director,Married,32290,1,25,0,10,2,10,0,2,3,3,4,2,4,4
2670,40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,Male,1,Manager,Married,35780,2,14,1,20,2,5,0,2,3,3,3,3,3,19
2671,35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,Male,2,Research Scientist,Married,79880,1,18,0,4,3,4,1,1,3,4,3,3,3,21
2672,29,No,Travel_Rarely,Research & Development,1,3,Medical,Male,3,Sales Executive,Married,42840,4,11,0,10,5,4,0,3,4,2,3,2,3,11
2673,29,No,Travel_Rarely,Research & Development,5,3,Medical,Male,2,Sales Representative,Single,75530,1,19,0,5,3,5,0,4,4,1,1,3,3,23
2674,50,Yes,Travel_Rarely,Research & Development,17,3,Medical,Male,1,Research Scientist,Divorced,173280,4,15,2,20,1,3,2,0,4,1,3,3,3,15
2675,39,No,Travel_Rarely,Sales,25,3,Medical,Male,2,Sales Executive,Married,197010,0,11,0,21,3,20,9,6,2,4,2,4,3,16
2676,31,No,Non-Travel,Research & Development,8,4,Life Sciences,Female,4,Sales Executive,Single,147320,0,12,0,10,3,9,1,7,2,1,3,3,3,14
2677,26,No,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Manager,Single,92780,0,20,0,5,3,4,0,0,4,3,3,3,4,21
2678,36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,Male,1,Sales Executive,Married,13590,4,12,0,17,2,5,0,3,3,4,3,3,3,5
2679,39,No,Travel_Rarely,Research & Development,2,1,Medical,Female,1,Research Scientist,Married,47790,4,14,2,9,3,7,1,7,4,1,3,3,3,5
2680,27,No,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Laboratory Technician,Married,164220,1,20,1,6,3,6,0,3,2,2,3,3,4,10
2681,49,No,Travel_Frequently,Research & Development,6,1,Medical,Male,3,Healthcare Representative,Married,29960,2,18,1,17,2,9,0,8,4,2,2,2,3,15
2682,34,No,Travel_Rarely,Sales,4,3,Medical,Female,1,Sales Executive,Married,12610,2,14,1,6,6,4,1,2,2,3,4,3,3,18
2683,41,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Research Scientist,Single,20990,8,12,1,8,2,6,0,5,2,4,1,3,3,12
2684,49,No,Travel_Frequently,Sales,1,4,Life Sciences,Female,2,Manufacturing Director,Married,58100,1,21,1,10,2,10,1,7,3,2,3,3,4,21
2685,37,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,56470,6,19,0,7,2,0,0,0,4,3,3,3,3,18
2686,33,No,Travel_Frequently,Research & Development,10,2,Medical,Male,2,Research Scientist,Married,34200,1,14,0,8,3,8,3,0,4,3,3,3,3,18
2687,27,No,Travel_Rarely,Sales,5,4,Medical,Female,4,Manufacturing Director,Married,44000,9,17,1,6,3,2,2,2,1,2,3,2,3,7
2688,32,No,Travel_Frequently,Research & Development,9,2,Medical,Female,2,Research Scientist,Single,35000,0,16,1,8,2,7,3,6,4,4,2,2,3,12
2689,59,No,Travel_Rarely,Sales,2,2,Marketing,Female,5,Sales Representative,Married,20660,4,12,1,12,3,1,0,0,3,1,2,3,3,10
2690,30,No,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Laboratory Technician,Divorced,171690,1,17,2,1,2,1,0,0,4,3,3,3,3,15
2691,38,No,Travel_Frequently,Sales,18,4,Life Sciences,Male,2,Healthcare Representative,Single,41620,0,15,1,10,1,9,1,8,4,3,3,3,3,8
2692,36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Married,92040,6,23,1,17,2,7,7,7,3,3,2,3,4,22
2693,35,No,Travel_Rarely,Human Resources,3,4,Human Resources,Male,2,Manager,Married,32940,0,11,0,6,2,5,0,3,1,2,3,3,3,13
2694,29,No,Travel_Rarely,Sales,29,4,Life Sciences,Male,2,Laboratory Technician,Single,21270,0,11,1,10,3,9,0,8,4,3,3,2,3,17
2695,31,No,Travel_Rarely,Research & Development,2,2,Medical,Male,2,Laboratory Technician,Divorced,39750,1,15,1,5,3,5,4,3,1,3,2,3,3,10
2696,34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,Male,1,Laboratory Technician,Divorced,107930,0,11,3,3,1,2,1,2,2,4,3,2,3,17
2697,28,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,5,Research Director,Single,100960,NA,13,0,6,2,4,0,3,3,3,3,3,3,6
2698,29,No,Travel_Rarely,Research & Development,16,2,Life Sciences,Female,4,Laboratory Technician,Divorced,36460,1,14,0,10,3,10,8,8,2,1,3,4,3,20
2699,32,No,Travel_Rarely,Human Resources,22,3,Human Resources,Female,2,Research Director,Divorced,74460,0,19,0,7,3,6,0,5,1,2,2,3,3,16
2700,22,No,Non-Travel,Research & Development,8,3,Life Sciences,Female,3,Sales Executive,Divorced,108510,1,16,1,1,2,1,0,0,4,4,2,4,3,5
2701,53,No,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manager,Married,21090,2,13,0,31,3,25,3,7,1,4,3,3,3,11
2702,38,No,Travel_Rarely,Research & Development,29,3,Life Sciences,Female,1,Manufacturing Director,Single,37220,5,14,0,6,0,3,1,2,4,4,3,3,3,11
2703,24,No,Non-Travel,Research & Development,1,5,Life Sciences,Male,3,Research Scientist,Divorced,93800,0,16,0,5,2,4,1,3,1,3,2,2,3,14
2704,36,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Research Director,Single,54860,7,12,1,10,2,5,0,3,3,1,3,3,3,21
2705,34,No,Travel_Rarely,Sales,24,3,Marketing,Male,4,Research Scientist,Single,27420,0,11,1,13,2,12,2,11,1,2,3,3,3,5
2706,21,No,Travel_Rarely,Sales,2,3,Life Sciences,Male,2,Manufacturing Director,Single,137570,1,12,1,0,3,0,0,0,3,4,3,3,3,18
2707,34,Yes,Travel_Rarely,Sales,15,2,Marketing,Female,2,Research Scientist,Single,84630,2,13,0,8,2,4,1,3,2,1,3,1,3,4
2708,53,No,Travel_Rarely,Sales,2,1,Life Sciences,Male,5,Human Resources,Divorced,31620,4,15,0,26,4,14,4,8,3,NA,2,3,3,8
2709,32,Yes,Travel_Frequently,Research & Development,10,3,Medical,Female,2,Manufacturing Director,Single,165980,1,13,0,10,2,10,6,7,2,1,3,3,3,6
2710,42,No,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,2,Laboratory Technician,Married,66510,0,20,0,10,5,9,4,2,3,2,NA,2,4,15
2711,44,No,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,1,Manufacturing Director,Married,23450,3,15,2,24,0,22,5,17,1,4,3,3,3,11
2712,46,No,Travel_Rarely,Sales,2,3,Life Sciences,Female,1,Research Scientist,Single,34200,3,13,2,22,3,2,2,1,2,1,2,1,3,12
2713,33,No,Travel_Rarely,Sales,3,3,Medical,Male,1,Manufacturing Director,Single,43730,4,14,0,7,3,1,0,0,3,4,3,3,3,11
2714,44,No,Travel_Rarely,Human Resources,26,3,Life Sciences,Male,5,Healthcare Representative,Married,47590,2,21,0,9,2,4,1,3,4,4,4,3,4,11
2715,30,No,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,1,Research Scientist,Single,53010,1,16,1,10,3,10,1,8,4,3,3,3,3,7
2716,39,Yes,Travel_Rarely,Human Resources,1,4,Medical,Male,1,Sales Executive,Married,36730,3,14,1,19,3,1,0,0,4,4,4,3,3,11
2717,24,Yes,Travel_Rarely,Human Resources,2,5,Human Resources,Male,3,Sales Executive,Married,47680,2,11,1,6,2,2,2,0,2,4,2,2,3,7
2718,43,No,Travel_Rarely,Sales,9,5,Technical Degree,Female,1,Research Director,Divorced,12740,1,19,0,6,3,5,1,4,4,3,2,2,3,5
2719,50,Yes,Travel_Rarely,Research & Development,12,4,Medical,Male,1,Research Director,Married,49000,1,11,0,3,3,3,0,2,1,3,3,2,3,10
2720,35,No,Travel_Rarely,Sales,2,4,Marketing,Male,3,Manufacturing Director,Married,104660,1,13,0,2,1,2,2,2,4,4,3,3,3,13
2721,36,No,Travel_Rarely,Research & Development,25,1,Life Sciences,Female,4,Sales Executive,Married,170070,9,12,1,6,2,1,0,0,2,1,4,2,3,19
2722,33,No,Travel_Frequently,Sales,9,2,Marketing,Male,4,Human Resources,Married,29090,2,11,0,10,2,5,1,3,3,1,3,2,3,14
2723,35,No,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Research Scientist,Divorced,57650,1,14,1,1,2,1,0,0,3,4,3,3,3,11
2724,27,No,Travel_Rarely,Sales,8,2,Marketing,Female,3,Research Scientist,Divorced,45990,1,15,1,1,3,1,0,0,4,1,3,2,3,10
2725,26,Yes,Travel_Rarely,Sales,4,3,Marketing,Male,2,Manager,Single,24040,1,12,0,1,6,1,0,1,1,3,2,3,3,7
2726,27,No,Travel_Frequently,Sales,24,3,Life Sciences,Male,4,Healthcare Representative,Single,31720,1,20,1,9,1,9,1,7,4,3,3,3,4,18
2727,30,No,Travel_Frequently,Research & Development,1,4,Medical,Male,1,Research Scientist,Single,20330,1,14,1,12,3,12,3,7,3,4,3,1,3,6
2728,41,Yes,Travel_Rarely,Sales,20,4,Marketing,Male,2,Sales Executive,Married,102090,1,13,1,23,2,22,15,8,2,3,3,3,3,10
2729,34,No,Non-Travel,Research & Development,7,2,Technical Degree,Female,1,Research Scientist,Single,86200,0,13,1,10,2,9,8,7,2,3,3,2,3,14
2730,37,No,Travel_Rarely,Research & Development,17,3,Life Sciences,Female,3,Sales Executive,Married,20640,4,16,0,8,3,1,0,0,2,2,3,2,3,19
2731,46,No,Travel_Frequently,Research & Development,20,3,Technical Degree,Male,3,Sales Executive,Single,40350,4,14,1,14,2,9,0,8,1,4,3,3,3,18
2732,35,No,Travel_Rarely,Research & Development,8,4,Medical,Female,3,Research Scientist,Married,38380,1,16,1,1,2,1,0,1,4,4,3,3,3,11
2733,48,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,1,Sales Executive,Single,45910,9,16,0,23,6,1,0,0,1,3,3,1,3,15
2734,28,Yes,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Sales Executive,Single,25610,1,22,1,2,3,2,2,2,3,3,2,3,4,8
2735,44,No,Travel_Rarely,Research & Development,1,1,Medical,Female,3,Research Scientist,Divorced,15630,5,12,2,9,3,4,1,3,2,1,2,3,3,12
2736,35,No,Non-Travel,Research & Development,5,4,Technical Degree,Female,3,Manufacturing Director,Married,48980,2,15,2,10,2,4,2,3,3,1,3,3,3,15
2737,26,No,Travel_Rarely,Research & Development,4,4,Life Sciences,Female,3,Sales Executive,Married,47890,7,20,1,5,2,2,0,0,NA,4,2,3,4,9
2738,33,No,Travel_Frequently,Sales,29,4,Life Sciences,Female,1,Human Resources,Single,31800,1,14,1,15,2,15,8,12,1,4,3,3,3,4
2739,35,No,Travel_Frequently,Research & Development,15,3,Medical,Male,3,Manufacturing Director,Married,65490,1,20,0,9,3,9,1,8,2,1,2,3,4,19
2740,35,No,Travel_Rarely,Human Resources,3,2,Life Sciences,Female,1,Laboratory Technician,Married,63880,3,13,0,4,6,2,2,2,3,1,3,2,3,4
2741,31,No,Travel_Rarely,Sales,10,2,Life Sciences,Female,2,Research Scientist,Divorced,112440,3,12,1,10,3,7,1,7,4,4,2,3,3,22
2742,37,No,Travel_Rarely,Sales,4,3,Marketing,Male,4,Human Resources,Divorced,160320,1,13,0,7,2,7,0,7,1,3,4,3,3,15
2743,32,No,Travel_Rarely,Research & Development,21,3,Other,Male,2,Sales Executive,Married,23620,1,11,0,9,2,9,7,8,1,4,3,3,3,15
2744,38,No,Travel_Frequently,Research & Development,25,3,Medical,Male,2,Manufacturing Director,Single,163280,1,17,3,10,2,10,9,9,4,4,3,3,3,21
2745,50,No,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Divorced,83760,5,14,3,29,2,27,13,8,2,3,2,3,3,4
2746,59,No,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,1,Laboratory Technician,Single,166060,7,11,0,28,6,21,7,9,1,1,2,3,3,9
2747,36,No,Travel_Rarely,Sales,1,2,Marketing,Female,2,Sales Executive,Divorced,86060,1,14,2,17,3,17,12,8,3,3,3,3,3,11
2748,55,No,Travel_Rarely,Research & Development,7,3,Medical,Male,3,Research Scientist,Divorced,22720,2,17,1,21,2,5,0,2,4,3,3,3,3,19
2749,36,No,Travel_Frequently,Research & Development,3,3,Life Sciences,Female,2,Laboratory Technician,Single,20180,1,13,0,6,5,6,0,3,2,2,3,3,3,9
2750,45,No,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Divorced,70830,2,12,1,25,5,1,0,0,2,1,3,3,3,11
2751,35,No,Travel_Frequently,Human Resources,9,3,Other,Female,2,Sales Representative,Married,40840,4,13,1,5,3,3,1,2,2,1,2,3,3,16
2752,36,Yes,Travel_Rarely,Sales,7,2,Life Sciences,Male,4,Laboratory Technician,Married,144110,0,18,3,2,2,1,0,0,4,3,2,4,3,9
2753,59,No,Travel_Frequently,Research & Development,10,4,Life Sciences,Male,3,Research Scientist,Single,23080,7,19,1,20,4,4,1,3,1,3,2,2,3,13
2754,29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,1,Sales Representative,Married,48410,0,11,0,6,3,5,0,4,3,2,3,3,3,7
2755,31,No,Travel_Rarely,Research & Development,3,2,Medical,Female,3,Sales Executive,Single,42850,1,21,1,1,2,1,1,0,3,2,3,1,4,10
2756,32,No,Travel_Rarely,Sales,3,4,Life Sciences,Male,2,Manufacturing Director,Married,97150,1,15,1,10,1,10,0,9,2,2,3,2,3,14
2757,36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Sales Representative,Married,43200,3,17,0,5,2,1,0,0,2,4,3,3,3,13
2758,31,No,Travel_Rarely,Research & Development,27,3,Medical,Female,2,Research Director,Single,21320,1,18,0,11,3,11,1,8,3,4,3,3,3,6
2759,35,No,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Healthcare Representative,Single,101240,0,14,1,16,2,15,2,8,3,1,3,4,3,22
2760,45,No,Travel_Rarely,Human Resources,14,3,Human Resources,Female,1,Sales Executive,Married,54730,4,13,0,17,3,0,0,0,4,1,4,1,3,20
2761,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,3,Sales Executive,Single,52070,4,17,3,16,3,5,0,2,1,3,4,3,3,21
2762,46,No,Travel_Rarely,Research & Development,9,3,Medical,Male,3,Manager,Divorced,164370,8,15,1,16,0,4,0,2,2,2,3,3,3,16
2763,30,No,Travel_Rarely,Sales,18,3,Life Sciences,Male,4,Human Resources,Married,22960,1,18,1,10,2,10,3,0,4,4,2,3,3,18
2764,35,No,Travel_Rarely,Research & Development,20,4,Life Sciences,Female,3,Human Resources,Single,40690,1,13,0,6,5,6,0,4,2,3,3,3,3,17
2765,55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Laboratory Technician,Married,74410,3,12,1,24,4,1,1,0,1,4,3,3,3,21
2766,38,No,Non-Travel,Sales,11,1,Marketing,Male,2,Laboratory Technician,Divorced,24300,7,13,2,17,2,13,1,9,2,4,3,4,3,9
2767,34,No,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Research Scientist,Married,58780,1,14,0,5,1,5,1,3,1,2,3,3,3,22
2768,56,No,Travel_Rarely,Human Resources,2,1,Medical,Male,2,Sales Executive,Single,26440,4,11,1,37,2,6,0,2,4,4,2,3,3,12
2769,23,No,Travel_Rarely,Research & Development,10,3,Medical,Male,2,Laboratory Technician,Divorced,64390,3,22,3,3,2,0,0,0,3,1,3,3,4,7
2770,51,No,Travel_Rarely,Research & Development,29,4,Life Sciences,Female,5,Manufacturing Director,Married,24510,3,17,0,10,2,4,0,3,4,4,3,2,3,7
2771,30,No,Travel_Rarely,Sales,8,2,Technical Degree,Male,1,Sales Representative,Married,63920,1,21,1,11,2,11,10,8,3,4,3,4,4,7
2772,46,Yes,Travel_Rarely,Sales,1,2,Medical,Female,2,Research Scientist,Single,97140,1,22,0,9,0,9,4,7,3,4,3,3,4,14
2773,40,No,Travel_Frequently,Research & Development,6,3,Medical,Male,1,Healthcare Representative,Married,60770,1,16,2,22,2,22,11,11,3,2,2,2,3,9
2774,51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,5,Sales Representative,Single,24500,0,12,1,11,2,10,1,0,3,4,1,3,3,2
2775,30,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,1,Manufacturing Director,Divorced,92500,1,12,3,11,0,11,2,7,3,2,2,3,3,16
2776,46,No,Travel_Frequently,Research & Development,12,1,Medical,Male,1,Laboratory Technician,Married,20740,2,15,1,21,3,10,9,5,3,1,2,3,3,5
2777,32,No,Travel_Rarely,Sales,15,3,Marketing,Male,1,Research Scientist,Single,101690,1,14,0,12,6,11,5,7,2,3,3,2,3,14
2778,54,No,Travel_Rarely,Research & Development,25,1,Medical,Female,1,Laboratory Technician,Married,48550,9,25,1,16,2,4,0,3,1,3,1,2,4,13
2779,24,No,Travel_Rarely,Sales,6,2,Marketing,Male,2,Research Scientist,Married,40870,0,20,3,4,1,3,0,2,1,3,2,3,4,12
2780,28,No,Non-Travel,Sales,9,4,Medical,Male,2,Laboratory Technician,Married,23670,1,13,0,5,2,5,0,4,2,3,4,2,3,19
2781,58,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,2,Sales Executive,Single,29720,0,14,0,38,2,37,1,8,4,3,2,4,3,5
2782,44,No,Non-Travel,Research & Development,23,2,Medical,Female,1,Research Scientist,Married,195860,4,16,0,17,3,3,1,2,2,2,4,2,3,9
2783,37,Yes,Travel_Rarely,Human Resources,9,3,Human Resources,Male,2,Healthcare Representative,Divorced,54840,4,17,0,7,4,3,0,2,3,1,3,3,3,4
2784,32,No,Travel_Rarely,Human Resources,12,2,Human Resources,Female,1,Sales Representative,Single,20610,1,15,1,1,2,1,0,0,4,1,3,2,3,20
2785,20,Yes,Travel_Frequently,Sales,4,4,Life Sciences,Female,2,Healthcare Representative,Single,99240,1,22,0,1,3,1,1,0,4,4,3,3,4,16
2786,34,No,Travel_Rarely,Research & Development,1,4,Other,Male,4,Laboratory Technician,Single,41980,1,22,1,16,2,16,2,10,1,3,3,2,4,6
2787,37,No,Non-Travel,Sales,24,2,Life Sciences,Male,1,Research Scientist,Divorced,68150,5,20,1,17,3,1,0,0,3,4,4,3,4,16
2788,59,No,Non-Travel,Research & Development,12,2,Life Sciences,Male,2,Sales Executive,Married,47230,9,14,0,30,0,3,2,2,3,4,3,3,3,14
2789,50,No,Travel_Frequently,Research & Development,3,4,Medical,Male,4,Research Scientist,Married,61420,3,13,2,28,3,8,0,7,1,2,2,2,3,2
2790,25,Yes,Travel_Rarely,Sales,10,1,Marketing,Male,2,Research Director,Single,82370,1,13,0,6,6,6,0,3,3,3,3,2,3,11
2791,25,No,Travel_Rarely,Research & Development,26,3,Technical Degree,Male,1,Laboratory Technician,Married,88530,1,22,1,2,3,2,2,1,4,4,3,3,4,19
2792,22,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,1,Sales Representative,Single,193310,1,12,1,1,2,0,0,0,2,4,3,3,3,19
2793,51,No,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,1,Sales Executive,Single,20730,3,14,1,23,4,13,12,8,1,1,2,3,3,7
2794,34,Yes,Travel_Frequently,Human Resources,4,4,Life Sciences,Female,5,Sales Executive,Single,55620,1,15,0,9,3,9,0,6,1,3,3,3,3,17
2795,54,No,Non-Travel,Research & Development,9,3,Life Sciences,Male,1,Laboratory Technician,Single,196130,2,17,0,23,5,5,4,4,4,4,3,3,3,16
2796,24,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,2,Laboratory Technician,Married,34070,0,13,1,6,4,5,1,2,2,3,3,3,3,18
